subID,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,annualincome,threshold,minincome,maxincome,adj_inc,INR
598,2,1,3,2,1,2,2,2,3,3,1,1,4,1,3,3,2,1,2,2,3,2,2,1,2,2,3,1,4,2,2.1,4,4,5,3,5,4,4,5,4,5,2,4,5,5,4,2,5,5,3,4,3,4,5,4,3,1,4,5,5,5,1,3,5,4,3,4,4,2,3,4,2,4,5,4,3.840909091,3,4,3,4,4,4,4,4,4,4,4,3,3,2,3,3,4,3,3,4,4,4,2,3,2,2,4,3,2,4,3.333333333,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
599,2,2,2,3,2,2,3,2,3,4,3,3,4,2,4,1,2,3,2,3,1,2,3,1,2,2,3,4,4,3,2.566666667,2,4,5,2,1,5,4,4,2,4,4,3,5,5,2,2,5,3,5,2,5,4,4,4,2,2,4,5,5,2,5,5,4,2,5,3,3,4,5,3,4,4,2,2,3.568181818,4,2,2,2,2,1,4,2,2,1,2,4,3,2,2,2,2,3,3,2,2,2,2,2,4,2,2,2,4,2,2.366666667,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
600,1,4,4,4,4,4,1,1,1,1,4,1,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,2.9,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4.636363636,5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,1,5,5,1,5,5,5,1,1,3,"$110,000-$119,999",12486,110000,120000,115000,9.210315553
601,1,2,2,3,1,3,1,2,3,3,1,1,1,1,4,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1.666666667,5,2,5,4,4,3,5,3,4,5,2,1,5,5,5,3,4,4,4,4,3,5,5,4,4,5,4,5,5,3,4,5,5,5,5,5,5,4,4,3,2,4,4,2,4.022727273,5,4,2,5,5,5,5,5,5,4,5,4,3,4,5,3,5,4,3,4,5,5,3,4,3,3,4,4,3,4,4.1,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
602,2,2,3,3,1,3,1,2,2,4,2,2,3,3,2,2,2,2,3,3,2,2,1,2,3,3,2,3,2,3,2.333333333,4,4,5,5,4,4,3,2,2,4,1,1,5,4,5,4,4,2,4,4,4,4,1,2,4,2,4,4,5,4,5,4,4,2,2,3,3,4,4,4,1,4,2,2,3.386363636,4,3,2,2,5,2,2,4,2,2,4,4,2,2,4,4,4,2,4,2,2,3,3,4,3,4,4,4,2,4,3.1,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
603,1,1,3,3,2,3,1,2,3,1,1,2,1,2,3,1,2,1,2,2,2,1,1,2,1,2,1,1,3,1,1.733333333,5,1,5,1,4,1,5,5,5,5,4,1,5,1,3,4,5,5,1,5,1,5,5,5,4,5,1,5,1,4,1,5,5,5,3,5,1,5,1,4,2,5,5,2,3.545454545,5,5,2,2,4,4,5,4,4,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3.8,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
604,3,3,1,2,2,3,1,2,2,4,3,2,3,2,4,1,2,3,2,3,1,1,2,1,2,2,3,3,3,3,2.3,2,1,4,4,3,2,5,5,2,4,2,1,5,4,2,4,4,5,5,4,4,4,5,2,3,2,1,4,4,3,4,5,5,2,4,4,1,4,5,4,4,4,4,3,3.477272727,4,3,2,4,3,4,3,4,3,2,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,2,4,3.4,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
605,2,2,2,2,2,1,3,1,1,4,1,2,3,3,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,2.033333333,4,2,5,4,3,4,5,3,2,4,4,1,5,1,4,4,5,2,4,4,4,4,5,4,3,1,1,4,3,4,4,5,5,5,4,3,3,4,3,4,5,5,3,1,3.568181818,4,3,2,3,4,4,4,4,4,4,2,4,3,3,3,3,4,3,4,4,4,4,3,3,3,4,4,3,3,3,3.433333333,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
606,1,2,4,4,2,4,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,4,1,1,2,1.8,2,4,5,1,4,4,5,4,4,5,5,3,5,3,4,5,5,4,1,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,3,4,5,3,5,4,5,4,4,4.204545455,5,4,3,4,5,4,5,5,4,4,4,2,4,4,5,4,5,3,5,4,4,4,4,5,4,5,5,5,2,4,4.166666667,"$50,000 - $59,999",11511,50000,60000,55000,4.778038398
607,2,2,3,4,1,2,1,2,2,2,1,3,2,3,4,1,2,1,2,2,1,3,2,1,3,2,1,1,1,1,1.933333333,4,2,5,1,4,1,5,5,4,5,4,1,5,4,4,4,5,4,1,4,1,5,4,5,3,4,2,2,4,4,1,5,4,4,3,5,2,4,4,2,1,5,5,1,3.454545455,5,5,2,2,4,2,5,5,4,2,4,4,5,4,4,4,4,3,3,5,5,5,4,3,2,4,4,2,5,4,3.8,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
608,1,1,1,4,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.333333333,5,2,5,2,5,1,5,4,2,5,5,1,5,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,2,5,2,5,5,4,2,5,1,5,4,5,1,5,4,5,3.840909091,5,5,1,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,3,4,4,4,4,4,4,5,3,4,4.3,"$10,000 - $19,999",29854,10000,20000,5000,0.167481744
609,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.2,2,4,5,4,5,5,5,5,2,5,4,4,5,5,5,5,2,5,5,5,4,4,5,4,5,4,4,5,4,5,4,5,5,4,4,5,1,5,5,5,1,5,5,5,4.318181818,5,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4.666666667,"$100,000 - $109,999",14507,1.00E+05,110000,105000,7.237885159
610,2,1,3,3,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,3,2,1.6,4,1,5,4,5,5,5,5,2,3,2,1,3,5,4,4,2,2,5,4,5,4,4,4,5,4,4,4,5,4,4,5,5,5,3,4,2,4,1,4,4,5,5,2,3.795454545,5,5,3,2,5,4,5,5,5,5,5,4,5,5,5,5,4,2,4,5,5,4,4,4,1,5,5,5,4,5,4.333333333,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
611,1,2,4,2,1,4,1,1,3,4,1,1,4,2,1,1,3,4,4,1,1,4,1,2,1,2,2,1,1,4,2.133333333,4,4,5,4,5,5,5,5,1,5,1,3,5,5,5,3,4,5,5,4,5,5,2,1,4,3,3,5,5,4,5,5,5,4,3,2,3,5,4,5,3,3,2,2,3.886363636,5,5,3,1,5,5,5,5,5,4,3,3,5,4,5,4,3,2,3,5,3,5,4,3,1,4,5,1,5,5,3.866666667,NA,NA,NA,NA,NA,NA
612,2,1,2,3,1,2,2,2,1,2,3,2,3,2,2,2,2,1,2,2,1,1,1,2,1,3,1,3,3,2,1.9,4,3,5,1,5,2,4,4,5,5,5,2,5,2,5,4,4,4,2,5,2,2,4,4,5,4,4,5,2,4,2,4,4,4,1,4,3,4,1,4,1,4,4,5,3.568181818,5,5,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,3.9,NA,NA,NA,NA,NA,NA
613,2,1,1,2,1,3,1,2,3,4,2,1,1,1,1,1,2,1,2,2,1,3,1,1,3,3,2,4,3,1,1.866666667,2,2,4,2,4,5,4,3,4,5,4,1,5,4,5,5,3,4,5,5,4,5,4,4,5,2,2,4,2,3,4,5,5,4,5,4,1,4,4,4,4,5,3,2,3.75,5,4,1,5,5,2,5,5,4,4,5,4,2,4,4,5,4,2,3,2,4,2,5,4,4,5,4,3,3,2,3.7,"$80,000 - $89,999",12486,80000,90000,85000,6.807624539
614,2,1,3,2,1,2,2,3,2,1,1,2,2,1,3,2,1,2,1,3,1,1,3,1,1,2,2,1,1,3,1.766666667,5,1,5,5,4,5,5,5,1,5,3,1,5,1,5,4,3,4,5,2,4,5,4,1,1,2,1,2,4,2,1,5,5,2,4,2,1,2,5,2,5,5,2,1,3.227272727,4,5,2,4,4,2,4,4,4,2,1,2,4,4,4,2,5,4,4,2,2,3,4,4,4,4,3,4,4,5,3.466666667,NA,NA,NA,NA,NA,NA
615,3,2,2,1,1,3,2,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,3,1,2,2,3,1,1,3,1.666666667,1,1,5,4,4,5,4,3,3,5,2,1,5,4,5,2,5,2,3,4,5,4,4,5,5,1,4,5,3,4,5,5,5,5,2,1,3,4,3,2,3,5,4,4,3.613636364,4,4,4,3,3,4,2,3,3,2,2,2,3,3,4,4,3,4,5,3,2,2,3,3,3,4,3,4,4,2,3.166666667,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
616,1,1,3,4,1,3,2,2,1,2,4,1,2,3,4,1,2,4,3,2,1,2,2,2,1,2,2,4,3,2,2.233333333,5,1,5,1,3,1,4,4,4,5,4,1,5,2,4,5,4,5,2,2,2,5,4,5,4,4,1,5,2,4,4,5,5,5,4,5,1,5,2,4,4,5,2,4,3.590909091,5,5,2,4,4,5,4,4,4,3,4,5,4,4,4,2,4,3,4,3,4,4,5,5,3,4,5,4,4,4,3.966666667,"$120,000-$129,999",18774,120000,130000,125000,6.658144242
617,4,3,4,4,3,3,2,1,2,3,4,1,1,2,4,3,2,2,4,1,2,3,2,2,1,3,1,3,1,3,2.466666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,1,2,2,4,5,2,4,5,1,5,5,1,4,5,2,5,2,5,5,5,4,2,3,2,2,2,3,2,3.3,NA,NA,NA,NA,NA,NA
618,2,2,2,2,1,2,2,2,3,3,2,2,1,3,2,4,2,2,3,2,1,2,2,1,2,4,4,4,1,1,2.2,4,1,5,3,5,3,5,3,4,5,4,1,5,4,5,4,5,3,4,4,5,5,3,3,5,4,4,5,5,4,5,5,3,3,5,5,2,5,3,5,5,4,3,4,4.022727273,5,3,1,2,4,4,3,5,5,3,5,3,2,4,5,5,4,1,5,1,1,1,4,5,1,5,5,5,1,1,3.3,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
619,1,1,2,2,1,3,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1.433333333,3,2,5,4,4,5,5,5,3,5,4,1,5,4,4,3,4,5,4,4,5,4,5,4,5,3,4,5,4,5,4,5,5,4,4,1,1,5,4,5,1,3,5,5,3.977272727,5,3,4,3,4,3,4,4,4,3,3,2,4,3,4,3,4,5,5,4,5,5,3,4,4,5,4,4,3,4,3.833333333,"$200,000-$249,999",24755,2.00E+05,250000,225000,9.089072915
620,3,2,2,4,2,2,4,2,3,1,1,3,1,3,3,1,3,2,2,3,1,1,1,1,1,3,2,1,2,2,2.066666667,5,3,3,1,5,1,5,2,5,5,4,2,5,4,3,4,5,2,4,4,1,5,2,5,4,3,1,5,3,4,2,5,5,5,4,5,1,3,3,4,3,5,2,4,3.545454545,4,4,2,2,4,4,5,3,4,3,5,3,5,4,4,4,4,1,4,5,5,5,4,4,2,4,3,3,5,3,3.733333333,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
621,2,2,2,3,1,2,2,2,2,1,2,2,1,2,3,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1.7,4,2,5,2,4,3,5,4,3,3,4,1,5,3,4,5,4,4,3,4,1,5,4,4,4,3,1,5,2,3,2,5,5,3,3,5,1,5,3,4,2,4,4,3,3.477272727,5,4,3,4,5,4,5,5,5,4,5,3,4,5,5,4,5,3,4,4,4,5,4,4,3,3,4,4,4,5,4.2,"$60,000 - $69,999",12486,60000,70000,65000,5.20583053
622,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1.733333333,4,3,4,2,4,4,4,4,2,4,4,2,5,4,3,3,4,3,5,2,4,5,3,3,2,2,2,3,4,4,3,5,4,3,2,4,2,4,4,4,3,4,3,2,3.386363636,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,5,4,4,4,3,3.8,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
623,2,2,2,3,3,3,4,4,4,3,3,4,4,3,3,2,3,4,3,3,3,3,1,1,2,3,3,3,4,3,2.933333333,5,5,4,4,2,2,2,1,1,5,1,2,2,5,1,2,3,1,5,3,2,1,1,1,1,2,4,2,5,2,4,5,2,1,4,2,5,4,5,5,5,4,1,1,2.840909091,4,4,1,2,4,4,2,3,3,3,5,4,2,2,4,2,3,3,3,4,2,2,4,2,3,3,4,4,3,2,3.033333333,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
624,3,1,3,2,2,3,2,2,2,2,1,2,2,1,1,1,2,3,3,1,1,1,1,2,3,1,4,1,2,1,1.866666667,4,5,4,1,5,3,3,2,4,5,5,4,3,1,5,4,3,5,2,5,2,3,3,5,5,4,3,4,2,2,3,3,4,4,3,5,3,4,2,3,3,5,3,2,3.477272727,5,4,2,3,3,4,4,5,3,3,2,2,4,3,3,4,3,3,2,2,1,2,5,4,3,4,3,3,4,4,3.233333333,"$70,000 - $79,999",18774,70000,80000,75000,3.994886545
625,2,1,1,2,2,3,3,3,2,2,2,2,1,2,1,1,1,1,1,2,1,1,3,2,1,3,2,2,2,3,1.833333333,4,3,5,2,4,4,4,2,3,4,1,3,5,4,5,3,5,3,5,5,4,5,3,2,4,2,3,5,5,5,3,5,5,5,4,5,1,5,5,5,5,5,4,5,3.954545455,4,3,2,3,4,3,5,5,4,3,4,4,3,4,5,5,4,5,5,3,3,2,4,4,2,5,5,5,3,4,3.833333333,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
626,3,2,4,4,3,4,4,3,3,3,4,2,1,2,2,2,2,3,2,1,1,2,1,2,1,2,3,4,3,2,2.5,5,4,5,3,5,4,5,2,4,5,3,2,5,4,4,4,5,5,4,4,1,2,5,5,5,4,2,4,4,2,4,5,5,4,3,5,4,5,2,2,4,4,4,1,3.818181818,3,4,2,2,4,3,3,4,4,2,2,2,3,4,4,4,4,3,4,3,1,4,3,3,2,4,5,5,2,2,3.166666667,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
627,2,2,4,3,1,2,3,2,3,2,2,2,1,2,3,2,1,1,2,2,2,3,1,1,2,2,2,2,1,1,1.966666667,4,3,5,1,3,2,4,2,5,5,4,3,5,4,3,4,3,5,1,4,2,4,4,5,3,5,4,4,4,2,2,3,5,5,3,5,3,5,2,3,2,3,2,2,3.454545455,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,4,5,4,3,3,5,4,3,4,4,3.966666667,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
628,2,2,4,4,1,1,3,1,2,4,1,2,4,1,3,1,1,1,2,2,1,2,2,3,3,1,2,1,1,3,2.033333333,5,3,5,1,5,1,5,5,5,5,5,1,5,1,4,5,5,5,1,4,3,5,5,5,5,4,1,5,3,3,4,5,5,5,4,4,1,5,3,3,3,5,5,4,3.886363636,5,3,2,3,4,3,3,3,3,2,2,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3.2,"$80,000 - $89,999",29854,80000,90000,85000,2.847189656
629,2,2,3,4,1,2,2,1,2,1,2,1,4,1,3,1,2,2,2,2,2,2,3,2,1,2,2,2,1,3,2,1,1,5,2,5,5,5,2,2,5,5,1,5,4,4,3,4,4,4,4,5,5,3,5,5,2,4,4,4,5,4,5,5,4,2,4,4,5,4,5,1,5,4,4,3.840909091,1,4,3,4,5,5,5,5,5,4,4,2,4,4,4,4,5,3,5,4,4,4,4,4,3,4,5,2,4,4,3.933333333,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
630,2,2,3,3,1,2,2,2,4,3,3,2,1,1,3,2,2,3,2,3,2,2,1,1,1,2,2,1,1,1,2,4,3,5,4,3,4,4,3,2,4,2,1,5,4,4,3,4,3,4,4,5,4,4,2,3,2,2,5,5,5,4,4,5,2,2,3,1,3,4,4,4,4,5,5,3.568181818,4,3,2,3,4,4,4,4,5,4,4,2,4,4,4,2,5,2,5,4,5,4,4,3,2,5,3,4,5,4,3.733333333,"$60,000 - $69,999",29854,60000,70000,65000,2.177262678
631,2,3,2,2,3,3,2,3,3,3,4,2,2,2,2,1,3,1,3,2,2,2,1,1,1,3,2,3,3,3,2.3,2,4,4,4,5,4,3,2,2,4,1,2,5,4,5,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.25,5,3,2,2,4,2,5,5,5,1,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2.933333333,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
632,1,1,3,3,1,2,1,1,2,1,1,1,1,1,3,1,2,1,2,3,1,2,2,1,1,1,3,1,4,3,1.7,2,3,4,1,4,4,5,5,4,4,3,1,5,4,3,4,5,4,3,4,4,5,5,3,4,3,1,5,3,4,3,5,4,2,4,3,1,4,3,4,4,4,3,1,3.5,4,4,2,1,4,4,4,4,2,5,2,4,4,4,4,3,4,1,3,4,3,5,3,4,3,4,3,4,4,4,3.466666667,"$70,000 - $79,999",18774,70000,80000,75000,3.994886545
633,3,2,3,2,2,2,3,3,3,3,1,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2.366666667,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2.977272727,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3.066666667,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
634,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,1,2,2,2,2,1,3,2,2.266666667,5,5,3,4,4,2,3,2,4,4,5,1,5,3,5,4,5,2,5,5,3,5,2,2,4,2,4,4,4,5,2,5,4,2,4,3,1,4,3,4,3,4,2,3,3.522727273,4,2,2,2,3,2,4,4,4,2,2,3,3,4,5,4,4,3,4,1,2,3,3,3,2,4,4,5,1,2,3.033333333,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
635,1,2,2,1,2,4,1,3,3,2,3,2,2,2,3,1,2,2,1,3,1,1,2,1,1,2,3,2,3,2,2,2,4,5,1,2,5,4,4,1,4,4,1,5,4,4,4,4,5,4,4,4,4,4,2,2,2,1,5,4,4,4,4,4,1,5,2,1,4,4,4,4,4,4,1,3.386363636,4,4,2,5,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,3.766666667,"$50,000 - $59,999",14507,50000,60000,55000,3.791273178
636,2,2,3,3,1,2,1,2,2,1,1,2,2,1,3,1,1,1,3,1,1,1,2,2,1,1,1,1,2,4,1.7,3,2,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,1,3,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,4,3,4,4,5,4,4,3.681818182,5,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,3,4,2,4,4,4,4,4,3,3,3.733333333,NA,NA,NA,NA,NA,NA
637,2,2,3,4,2,1,2,2,2,3,1,2,4,2,4,1,2,2,3,2,1,3,4,2,1,1,3,1,4,4,2.333333333,3,1,5,1,3,4,4,2,5,3,3,1,5,1,4,3,4,3,4,1,5,5,4,5,3,1,1,4,5,4,4,5,4,4,4,2,4,5,4,3,5,4,2,2,3.386363636,5,5,1,2,3,4,4,4,4,2,1,4,4,1,4,3,4,1,2,3,3,2,3,3,3,3,1,5,4,1,2.966666667,"$10,000 - $19,999",11511,10000,20000,5000,0.434367127
638,2,2,4,4,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,2,1,2,2,2,2,1,1,3,2.033333333,4,5,4,1,4,4,4,2,4,4,4,3,5,4,3,4,3,4,2,5,3,5,4,2,4,3,2,4,3,4,2,4,4,4,2,5,2,4,3,4,4,4,4,3,3.545454545,5,2,2,2,4,4,4,4,4,2,2,3,4,4,4,4,4,2,4,4,2,4,4,4,3,4,4,3,4,3,3.433333333,"$50,000 - $59,999",11511,50000,60000,55000,4.778038398
639,3,2,1,1,2,3,4,2,4,3,3,4,4,2,3,1,3,3,3,3,1,3,2,1,1,1,2,1,2,4,2.4,3,2,4,4,5,3,1,3,1,4,1,1,5,5,3,1,1,1,5,5,2,4,1,1,4,3,3,4,5,3,5,4,2,1,3,3,4,1,3,5,3,3,2,3,2.954545455,3,3,2,3,3,2,3,3,4,2,4,1,2,2,3,2,4,4,4,3,1,4,2,3,4,4,4,4,3,4,3,"$190,000-$199,999",34337,190000,2.00E+05,195000,5.679005155
640,3,2,2,3,3,1,4,3,3,3,1,3,3,2,3,1,2,1,2,3,1,2,2,1,2,1,2,1,4,3,2.233333333,2,2,3,3,4,4,4,4,3,3,2,2,4,4,3,3,4,3,4,4,3,4,2,4,3,3,3,3,4,3,4,4,3,2,4,4,3,4,4,3,2,4,2,2,3.227272727,4,3,2,4,4,2,3,3,4,3,4,3,4,4,3,2,3,4,3,4,3,2,4,3,2,2,3,2,4,2,3.1,"$120,000-$129,999",11511,120000,130000,125000,10.85917818
641,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,1,1,1,1,2,2,3,3,2,2.133333333,4,3,4,3,2,3,3,3,2,4,3,2,3,4,3,3,3,4,4,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,4,3,2,3,4,3,3,3.090909091,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,2,3,3,3,2,3,3,2,3,3,3,2,4,3.166666667,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
642,2,2,4,3,2,1,2,2,2,4,1,3,4,3,3,2,2,2,2,2,1,2,3,2,4,3,3,2,2,3,2.433333333,4,5,5,4,4,2,4,2,2,4,2,1,4,2,4,3,4,1,1,4,4,4,2,4,4,5,2,4,2,5,2,4,5,2,1,5,4,5,1,4,2,4,4,4,3.295454545,5,4,2,4,3,4,4,3,3,4,4,3,4,3,4,4,4,3,4,4,4,2,3,4,2,4,3,4,4,2,3.5,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
643,2,1,3,2,1,4,1,2,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,1,4,2,2,1,2,1.733333333,1,4,5,4,4,5,5,5,2,5,3,1,5,4,5,4,4,4,5,5,5,5,4,4,4,1,1,5,4,5,5,5,5,4,4,1,1,4,5,4,1,4,2,4,3.795454545,5,5,2,2,4,4,5,5,5,4,4,2,4,4,4,5,5,4,4,4,1,4,5,4,3,4,5,4,5,5,4.033333333,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
644,3,2,3,2,1,2,3,2,3,3,1,2,2,2,3,1,2,2,2,2,1,1,2,1,2,3,2,1,2,2,2,2,2,4,3,4,4,4,3,3,5,2,1,4,4,3,3,4,3,4,4,4,4,3,3,3,2,2,3,4,5,4,4,4,4,3,3,2,3,3,4,1,4,3,4,3.295454545,4,2,2,3,4,3,3,4,4,2,4,2,2,3,4,3,4,3,4,2,3,2,4,4,3,4,4,4,4,4,3.266666667,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
645,3,2,4,2,2,4,2,3,2,2,2,2,3,1,3,1,2,2,2,3,1,2,1,3,2,3,3,2,3,3,2.333333333,2,2,2,4,2,4,3,2,3,5,2,1,2,4,4,4,4,4,5,3,3,4,2,4,2,4,4,2,4,5,4,5,4,4,1,4,2,1,2,3,2,3,4,4,3.159090909,4,4,4,4,2,2,2,2,2,2,4,1,2,2,3,2,4,1,2,2,4,2,4,4,2,4,3,2,2,3,2.7,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
646,3,3,2,3,3,4,2,2,1,2,4,2,2,4,2,4,3,4,3,1,3,4,3,2,3,2,3,2,2,3,2.7,4,3,4,3,4,4,3,2,2,3,2,4,3,3,4,4,2,3,4,5,3,4,4,4,5,5,3,4,2,3,2,5,3,3,4,2,3,4,3,5,5,4,3,3,3.454545455,5,2,2,2,3,2,4,5,5,2,2,2,3,3,5,3,3,2,4,1,3,1,4,5,4,1,2,2,1,5,2.933333333,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
647,2,1,2,3,2,2,3,2,2,3,2,2,1,2,3,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,1.9,4,4,5,4,3,4,4,4,3,3,3,1,5,4,3,3,2,3,4,4,3,3,3,3,2,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,4,3,2,2,3.318181818,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3.633333333,"$180,000-$189,999",24755,180000,190000,185000,7.47323773
648,3,2,2,3,2,2,2,1,2,3,1,3,4,2,4,2,2,3,2,3,2,2,1,3,3,3,3,1,1,3,2.333333333,4,1,4,1,5,4,5,2,5,5,5,1,5,4,3,5,5,2,4,4,2,3,2,5,5,2,3,4,1,5,4,5,4,5,2,4,1,4,4,3,1,5,4,5,3.568181818,4,4,2,2,3,4,2,4,4,2,2,2,3,2,3,4,4,3,4,3,2,3,3,3,4,4,4,4,2,2,3.066666667,"$70,000 - $79,999",12486,70000,80000,75000,6.006727535
649,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,3,2,2,2,2,1.9,4,1,5,1,5,3,5,2,4,5,5,1,5,4,4,4,5,2,4,5,3,5,2,5,5,3,1,4,1,5,3,5,5,4,2,2,3,4,1,5,1,5,3,5,3.545454545,5,4,3,4,4,4,4,4,5,4,5,4,3,3,4,4,4,2,5,5,5,4,5,5,3,4,5,4,3,4,4.066666667,"$70,000 - $79,999",14507,70000,80000,75000,5.169917971
