subID,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,annualincome,threshold,minincome,maxincome,adj_inc,INR
912,1,2,3,3,1,2,1,2,2,1,2,2,1,1,3,1,2,3,2,2,1,2,2,1,1,1,1,1,1,2,1.666666667,2,1,4,1,3,5,4,4,2,4,4,1,4,2,2,4,4,5,3,2,5,4,4,5,2,2,3,4,2,3,5,5,4,4,4,3,2,5,2,3,4,5,4,4,3.386363636,5,4,2,5,5,5,5,4,5,4,3,5,5,2,4,4,5,5,4,5,4,4,4,5,3,5,4,4,4,5,4.266666667,"$350,000-$399,999",18774,350000,4.00E+05,375000,19.97443273
913,1,1,2,1,2,1,1,1,1,3,2,2,2,1,2,2,1,2,1,3,1,1,2,1,2,2,3,2,2,3,1.7,2,2,4,1,3,5,4,4,3,3,2,1,5,3,3,2,3,5,4,2,5,4,4,3,3,1,2,4,2,2,5,5,5,4,5,1,3,4,4,2,2,3,4,1,3.159090909,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,5,3,4,4,5,4,4,2,3,4,4,4,3,3.666666667,"$180,000-$189,999",24755,180000,190000,185000,7.47323773
914,1,1,3,3,1,4,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1.533333333,5,2,5,1,5,2,4,4,5,5,5,2,5,4,5,5,5,5,2,5,1,5,5,5,5,5,2,5,2,2,2,5,5,5,2,5,2,5,2,5,3,5,4,2,3.863636364,5,4,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,2,5,4,4,5,4,5,4,4,4,4,4,5,4.333333333,"$250,000-$299,999",18774,250000,3.00E+05,275000,14.64791733
915,2,1,2,1,1,1,1,1,1,4,2,1,2,2,2,1,1,1,1,2,1,1,3,1,2,1,2,1,4,2,1.6,1,1,5,1,2,5,4,2,4,5,2,1,5,2,4,1,4,1,4,4,5,5,5,5,4,1,2,4,2,1,4,4,5,4,2,2,1,4,1,5,5,4,2,1,3.090909091,4,5,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,2,2,4,4,4,4,4,2,4,3,4,4,4,3.666666667,"$150,000-$159,999",12486,150000,160000,155000,12.41390357
916,2,1,2,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1.4,3,2,5,2,4,4,5,5,4,5,3,1,5,2,5,4,3,5,2,4,4,2,5,5,4,4,1,5,1,4,3,4,4,5,1,4,1,5,1,4,3,4,5,3,3.522727273,5,4,3,4,5,5,5,5,5,4,5,2,5,5,5,4,5,3,4,5,5,5,4,4,3,4,3,3,4,5,4.266666667,"$170,000-$179,999",12486,170000,180000,175000,14.01569758
917,1,1,2,3,2,2,4,1,2,1,2,1,1,2,3,1,2,1,2,1,1,2,2,1,1,2,3,2,2,2,1.766666667,3,2,5,1,4,4,5,5,5,4,4,1,5,1,4,4,5,5,1,4,3,4,5,5,4,4,1,5,2,4,2,5,5,5,3,5,1,4,1,4,2,5,5,5,3.659090909,4,5,3,4,4,4,4,5,4,4,3,3,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3.9,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
918,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1.3,2,1,5,1,4,4,5,5,5,3,4,1,5,1,5,4,5,5,1,3,4,5,5,5,4,4,1,5,1,4,4,5,5,5,4,4,1,5,1,4,3,5,5,4,3.681818182,5,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4.733333333,"$170,000-$179,999",29854,170000,180000,175000,5.861861057
919,2,1,3,2,3,1,2,2,2,2,1,3,2,2,3,1,1,2,2,2,1,3,2,1,1,1,2,2,2,2,1.866666667,4,3,4,2,3,3,4,3,3,4,3,1,4,4,3,3,2,4,4,2,3,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,2,5,3,3,3,4,4,3,3.318181818,4,2,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,4,3,3.666666667,"$170,000-$179,999",24755,170000,180000,175000,7.069278934
920,2,1,1,2,1,1,2,2,2,2,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1.466666667,3,2,4,2,5,4,4,3,4,4,3,1,5,4,4,3,4,3,3,3,4,4,5,2,4,3,3,5,3,4,4,4,4,5,3,4,2,4,3,4,4,4,3,3,3.545454545,5,3,2,3,4,3,4,4,4,3,5,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,5,3.633333333,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
921,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,2,1.933333333,4,4,5,3,2,3,4,3,2,5,3,2,4,4,3,2,3,3,5,2,3,3,3,3,2,3,4,5,3,3,4,4,2,2,4,3,2,3,4,3,2,3,2,2,3.136363636,3,4,3,4,4,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,4,3,3,3,4,4,4,3,4,3.466666667,"$200,000-$249,999",16072,2.00E+05,250000,225000,13.99950224
922,1,2,3,2,1,2,1,2,2,1,1,2,1,2,3,1,1,2,1,2,1,1,1,1,1,3,2,1,3,2,1.633333333,4,3,5,2,3,4,3,4,3,3,4,3,5,3,3,3,4,5,4,3,3,4,5,5,3,4,2,5,2,3,3,4,5,4,5,4,2,3,2,4,3,4,4,3,3.568181818,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,4,3,4,4,3,3,3,3,3,4,3.6,"$170,000-$179,999",24755,170000,180000,175000,7.069278934
923,4,3,3,2,3,2,3,1,4,1,3,3,2,3,2,1,3,3,3,3,1,2,3,1,1,2,2,3,1,1,2.3,3,1,4,2,3,5,3,4,2,2,3,1,5,3,2,2,4,1,3,2,5,2,3,2,2,2,3,5,3,2,4,4,4,2,3,1,1,5,4,3,5,4,1,1,2.863636364,4,4,2,4,5,4,5,4,4,4,4,3,5,5,5,4,4,4,4,5,4,5,4,5,4,3,4,3,3,3,4.033333333,"$180,000-$189,999",39509,180000,190000,185000,4.68247741
924,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1.733333333,2,2,4,2,4,4,4,4,4,5,3,2,5,3,4,3,5,4,3,3,4,5,4,4,4,3,1,4,2,3,4,5,4,4,3,3,2,4,2,4,3,5,4,3,3.5,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3.733333333,"$200,000-$249,999",18774,2.00E+05,250000,225000,11.98465964
925,2,1,1,2,1,2,1,1,2,3,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1.5,2,3,4,3,3,5,4,4,4,5,4,1,5,4,3,2,4,5,4,4,5,4,4,3,2,1,3,4,2,3,4,5,4,5,4,2,1,3,5,3,4,5,4,2,3.522727273,4,4,4,4,2,4,4,3,3,2,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,2,3,3.5,"$250,000-$299,999",24755,250000,3.00E+05,275000,11.1088669
926,1,2,2,2,2,3,1,2,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1.666666667,3,1,5,1,4,3,4,5,4,5,4,1,5,2,5,4,4,5,1,4,3,4,5,5,5,3,4,5,2,5,2,4,5,4,3,4,1,5,2,5,3,4,4,5,3.681818182,4,4,3,4,5,4,5,5,5,4,3,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,4,3,5,4.033333333,"$150,000-$159,999",14507,150000,160000,155000,10.68449714
927,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,4,3,3,2,1,3,2.166666667,2,4,4,4,4,4,5,2,4,5,3,2,4,5,4,3,4,1,5,5,5,4,4,2,3,1,5,4,5,5,5,4,4,4,3,2,4,4,5,4,2,4,1,4,3.681818182,4,2,2,1,3,1,3,4,4,1,2,4,2,4,2,2,3,4,3,2,2,3,4,3,3,4,4,5,2,3,2.866666667,"$200,000-$249,999",24755,2.00E+05,250000,225000,9.089072915
928,1,2,4,2,1,1,1,1,3,3,3,2,2,3,1,2,2,2,2,2,2,2,1,2,2,3,2,3,1,2,2,5,4,5,2,5,2,4,4,2,5,4,1,4,4,4,5,3,4,4,2,1,2,5,3,4,4,1,4,4,3,2,5,5,4,2,5,2,4,4,5,2,5,1,5,3.522727273,5,3,4,4,4,2,4,4,4,4,4,2,2,4,4,2,4,4,4,4,5,2,5,4,2,5,4,4,3,4,3.666666667,"$170,000-$179,999",24755,170000,180000,175000,7.069278934
929,1,1,4,3,2,2,1,1,2,2,1,1,2,1,3,1,2,1,2,1,1,2,2,2,1,3,3,1,3,1,1.766666667,4,1,5,1,5,4,4,5,1,5,4,1,5,4,4,4,4,5,2,5,4,4,5,5,4,4,3,4,2,5,3,5,5,4,4,5,1,5,2,5,5,5,3,4,3.840909091,5,4,3,4,4,4,4,4,4,3,3,4,5,4,4,3,4,4,4,4,4,3,4,4,2,3,4,1,4,3,3.666666667,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
930,2,2,3,4,1,2,3,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,3,1,1,2,2,1,1,1,1.766666667,4,2,5,1,4,5,5,5,4,5,4,1,5,4,4,3,4,4,1,1,4,4,5,5,4,4,2,5,3,5,2,5,5,4,4,4,1,4,2,5,1,5,5,4,3.704545455,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,4,4,3.8,"$200,000-$249,999",18774,2.00E+05,250000,225000,11.98465964
931,3,2,3,1,1,3,2,1,2,2,4,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,3,3,2,2,4,4,5,4,2,2,4,3,2,4,3,3,5,5,3,3,2,3,5,3,3,3,4,2,2,4,2,5,5,2,3,2,4,4,2,4,4,5,5,2,4,4,3,2,3.386363636,4,3,2,4,4,4,4,4,4,2,4,3,3,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,2,4,3.533333333,"$150,000-$159,999",24755,150000,160000,155000,6.261361341
932,2,2,2,3,1,1,3,3,3,3,3,2,3,1,3,2,2,1,2,2,2,3,2,1,2,2,3,3,1,3,2.2,4,3,5,2,5,1,4,4,3,5,3,2,5,4,5,4,2,3,4,5,2,4,4,2,5,4,3,5,5,5,3,3,4,3,3,4,3,4,4,5,1,3,2,5,3.613636364,4,4,4,2,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,2,4,3,3.533333333,"$200,000-$249,999",16072,2.00E+05,250000,225000,13.99950224
933,3,3,3,3,1,3,2,2,3,3,1,2,2,2,2,1,2,2,2,3,1,3,1,1,1,2,3,2,1,2,2.066666667,1,4,3,1,4,4,4,4,3,2,3,1,5,4,3,4,5,2,2,5,5,5,1,4,4,4,5,4,4,4,5,5,5,4,4,4,2,4,5,5,4,4,1,3,3.613636364,5,2,1,1,5,2,4,4,4,2,5,5,4,4,5,4,5,1,5,1,2,3,5,5,1,5,4,4,2,5,3.5,"$180,000-$189,999",29854,180000,190000,185000,6.196824546
934,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2.1,4,1,4,1,4,2,4,4,4,5,5,1,4,2,4,5,4,4,2,4,3,4,4,4,4,4,2,4,2,4,2,4,4,4,2,4,2,4,2,4,2,4,4,4,3.386363636,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,3.833333333,"$180,000-$189,999",12486,180000,190000,185000,14.81659459
935,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,3,2,1,2,3,1,1,2,1.533333333,1,2,5,1,4,5,4,4,4,5,4,1,5,4,5,4,4,5,4,4,5,5,4,5,4,3,2,5,2,5,4,5,5,5,3,4,1,5,2,5,1,5,5,4,3.840909091,5,5,3,4,4,4,4,4,4,3,4,4,4,3,4,5,5,4,4,4,5,3,4,4,3,5,4,3,4,4,4,"$170,000-$179,999",14507,170000,180000,175000,12.06314193
936,2,2,3,3,1,1,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1.9,2,2,5,1,4,4,5,4,4,5,4,2,5,4,4,4,5,5,3,4,4,4,5,5,4,2,1,5,3,5,3,5,5,5,3,3,2,5,3,4,2,5,5,3,3.795454545,4,4,3,4,4,5,4,4,4,4,3,2,4,3,4,4,4,2,4,5,3,4,4,4,4,4,4,4,4,4,3.8,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
937,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1.4,3,1,5,1,3,3,5,5,5,4,4,1,5,1,4,5,5,5,1,3,2,5,5,5,4,4,1,5,1,5,1,5,5,5,4,5,1,5,1,4,4,5,5,4,3.636363636,4,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,5,4.333333333,"$200,000-$249,999",16072,2.00E+05,250000,225000,13.99950224
938,1,1,2,2,1,1,1,2,2,1,1,1,4,1,4,1,1,1,1,2,2,1,3,1,1,2,2,3,4,3,1.766666667,2,1,5,4,3,4,4,5,1,3,1,1,5,5,3,3,3,5,4,3,4,4,5,1,1,4,2,3,3,3,4,5,5,1,5,4,1,5,5,4,5,3,3,1,3.318181818,4,5,3,5,5,4,3,4,4,4,4,5,5,5,4,3,4,5,3,5,5,4,3,3,4,4,4,3,4,5,4.1,"$170,000-$179,999",14507,170000,180000,175000,12.06314193
939,2,2,3,4,2,2,1,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,1,1,2,2,2,3,2,1.933333333,5,2,5,2,5,2,5,2,4,5,4,2,5,4,4,4,3,4,2,3,1,4,5,4,4,5,2,5,4,4,1,5,4,5,1,5,2,5,1,4,3,4,3,4,3.568181818,5,4,4,4,5,4,4,5,4,3,4,3,5,3,4,4,5,3,4,4,3,5,4,4,4,3,5,4,4,4,4.033333333,"$150,000-$159,999",14507,150000,160000,155000,10.68449714
940,2,1,1,1,1,1,2,2,2,3,1,2,2,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,2,3,1.533333333,4,1,5,4,4,4,5,5,2,1,2,1,5,4,4,4,5,5,5,4,5,5,5,4,3,3,3,4,3,3,4,5,4,5,3,5,3,4,3,3,4,4,5,4,3.818181818,5,5,1,2,3,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,3,3,3,2,3,3,2,2.9,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
941,1,1,3,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,3,2,1.533333333,4,4,5,1,4,3,4,4,4,5,4,2,5,3,4,3,3,5,1,3,2,5,5,5,4,4,3,5,2,4,2,4,5,4,2,4,4,5,2,3,2,4,4,3,3.590909091,4,4,3,4,5,4,5,5,4,4,3,5,5,4,4,4,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4.1,"$160,000-$169,999",14507,160000,170000,165000,11.37381954
942,1,2,3,4,2,2,3,2,2,3,1,3,1,1,3,1,2,2,3,2,1,4,1,2,1,2,1,1,2,2,2,4,1,5,4,3,5,5,5,1,5,5,1,5,5,4,4,5,1,5,3,4,5,5,4,2,1,1,5,2,2,5,5,5,2,4,3,1,4,5,4,4,5,2,2,3.590909091,5,5,2,2,4,4,5,5,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,3,3.766666667,"$180,000-$189,999",16072,180000,190000,185000,11.51070184
943,1,2,2,2,2,3,1,2,3,2,3,2,3,2,3,1,2,2,2,2,1,2,3,2,2,2,3,3,3,2,2.166666667,2,2,4,4,4,4,4,4,2,3,3,2,4,4,3,3,2,4,4,4,4,4,4,2,3,2,3,4,4,3,4,4,4,4,4,3,2,3,4,3,3,4,2,2,3.295454545,4,4,2,2,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,2,4,3.566666667,"$150,000-$159,999",29854,150000,160000,155000,5.191934079
944,1,3,2,1,2,3,1,2,3,4,2,2,1,3,4,2,3,2,4,2,2,4,1,2,2,3,4,3,3,4,2.5,2,3,4,5,4,2,1,4,2,3,5,4,2,1,3,1,3,2,5,4,2,1,5,2,3,5,4,3,2,3,5,3,4,4,3,2,3,2,3,4,3,4,2,4,3.090909091,4,1,3,2,5,2,3,2,1,4,3,2,1,4,5,4,3,1,4,3,4,2,5,3,2,5,4,3,4,2,3.033333333,"$150,000-$159,999",12486,150000,160000,155000,12.41390357
945,2,4,3,2,1,2,2,3,2,2,1,1,1,2,2,2,2,1,3,2,2,3,3,3,3,2,1,3,2,3,2.166666667,2,4,5,1,4,3,4,2,5,2,2,2,5,1,4,4,2,5,2,1,4,4,3,2,3,2,3,3,3,3,4,3,3,3,4,3,2,4,2,3,4,4,3,5,3.113636364,5,4,2,2,4,2,5,4,2,1,3,4,1,4,5,3,1,3,5,2,2,5,3,2,4,4,4,1,1,4,3.066666667,"$150,000-$159,999",24755,150000,160000,155000,6.261361341
946,3,3,3,2,2,4,2,1,2,3,1,2,4,2,1,3,2,1,3,2,1,3,1,2,2,4,4,1,1,3,2.266666667,4,1,5,2,2,4,4,2,2,5,2,1,4,2,1,3,5,2,3,5,5,4,3,4,3,1,3,4,4,5,5,5,3,4,4,1,2,4,1,5,2,3,4,3,3.204545455,5,4,2,4,4,4,5,4,5,2,4,4,3,4,4,3,4,2,4,5,3,4,5,3,4,4,3,3,5,4,3.8,"$250,000-$299,999",16072,250000,3.00E+05,275000,17.11050274
947,1,1,2,3,1,1,3,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1.633333333,3,2,3,1,4,4,4,4,4,3,4,3,4,2,4,4,3,2,4,3,4,4,3,3,2,3,2,4,4,3,4,4,4,4,4,3,2,3,4,2,4,4,4,3,3.318181818,4,2,3,4,5,4,5,4,4,4,5,4,3,5,4,2,4,4,4,4,5,5,3,4,4,4,4,3,4,5,3.966666667,"$350,000-$399,999",39509,350000,4.00E+05,375000,9.491508264
948,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,4,2,1.433333333,3,2,5,2,4,2,5,5,4,4,4,1,5,2,4,4,4,5,1,4,2,4,5,5,4,2,1,5,2,4,2,4,5,4,3,4,1,5,1,2,1,3,5,3,3.340909091,4,5,2,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,4,3.933333333,"$250,000-$299,999",34337,250000,3.00E+05,275000,8.008853423
949,2,1,2,2,1,2,2,1,2,1,1,2,2,1,3,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1.466666667,2,2,4,1,3,4,4,4,4,3,3,2,5,3,4,3,4,5,2,3,4,4,4,4,3,3,3,4,2,2,4,4,5,3,4,3,2,4,2,3,3,4,4,3,3.318181818,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,5,4,3,4,4,3,4,4,4.033333333,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
950,1,1,2,4,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,1.433333333,5,4,5,1,5,3,5,5,5,5,5,1,5,1,5,5,5,5,3,5,3,4,5,5,5,4,1,5,1,5,2,5,5,4,5,4,1,5,1,4,1,5,5,5,3.931818182,5,1,2,4,5,3,5,5,4,4,4,5,5,4,5,5,5,3,5,5,4,5,4,5,2,5,5,4,4,3,4.166666667,"$180,000-$189,999",24755,180000,190000,185000,7.47323773
951,1,2,3,3,1,1,1,2,2,1,1,2,1,2,2,1,3,2,2,2,1,2,1,2,1,3,2,2,1,1,1.7,1,4,3,1,4,5,4,2,5,5,3,1,4,4,3,2,5,4,2,4,5,5,2,5,4,2,5,4,3,4,5,4,3,4,3,4,1,5,3,5,5,5,3,4,3.613636364,5,5,3,3,4,4,5,4,4,5,3,4,5,5,5,5,4,2,4,4,4,2,5,5,2,5,4,5,5,4,4.133333333,"$150,000-$159,999",16072,150000,160000,155000,9.644101543
952,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,2,3,2,4,4,2.566666667,3,4,4,3,4,4,4,4,4,4,3,4,5,3,4,4,2,4,4,4,3,4,3,4,4,2,4,5,3,4,4,4,4,4,4,3,3,4,5,4,4,4,3,2,3.704545455,5,4,1,2,5,4,4,4,4,4,2,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,3,3.633333333,"$200,000-$249,999",18774,2.00E+05,250000,225000,11.98465964
953,1,1,2,4,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1.433333333,5,1,5,1,5,2,5,5,4,5,4,1,5,2,4,5,5,5,3,5,3,5,5,3,5,3,1,5,1,5,3,5,5,5,3,5,1,5,4,3,1,5,4,5,3.795454545,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,4,5,5,5,3,5,4.6,"$190,000-$199,999",44188,190000,2.00E+05,195000,4.412962795
954,1,1,3,4,2,3,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1.6,5,2,5,1,5,1,5,4,5,5,5,2,5,2,5,5,5,5,2,5,1,4,5,5,5,5,1,5,1,5,1,5,5,5,3,5,2,5,1,5,1,5,5,5,3.840909091,5,4,3,3,5,5,5,5,5,5,5,4,4,5,5,5,5,3,4,5,5,5,5,5,4,4,5,4,3,5,4.5,"$250,000-$299,999",12486,250000,3.00E+05,275000,22.02466763
955,2,1,2,4,2,2,4,3,4,2,4,3,3,2,2,1,2,2,3,3,2,3,2,3,1,3,2,4,1,3,2.5,4,2,5,2,4,4,4,2,3,5,4,1,5,4,4,4,4,2,3,5,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,2,4,3,4,2,5,2,4,3.590909091,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,3,4,4,5,5,4,4,2,5,4,4,4,5,4.1,"$200,000-$249,999",16072,2.00E+05,250000,225000,13.99950224
956,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1.166666667,4,1,5,1,5,4,5,5,5,5,4,1,5,1,5,5,5,5,1,4,2,4,5,5,5,4,1,5,1,5,1,5,5,5,5,4,1,5,1,5,2,5,5,5,3.795454545,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,4,5,4.833333333,"$250,000-$299,999",16072,250000,3.00E+05,275000,17.11050274
957,1,1,2,2,1,1,2,2,2,2,1,3,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,3,2,1.566666667,4,2,5,1,4,2,4,4,4,4,4,3,5,3,4,4,4,5,2,4,2,5,5,5,3,5,2,4,2,4,2,4,5,4,4,5,2,5,2,4,2,5,4,3,3.636363636,4,4,2,3,4,4,4,4,4,3,2,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3.6,"$160,000-$169,999",14507,160000,170000,165000,11.37381954
958,3,2,2,2,2,2,4,2,3,3,1,2,3,2,4,1,1,2,1,3,1,2,2,1,2,3,3,1,2,3,2.166666667,3,4,3,4,4,4,3,2,2,4,3,2,4,4,3,2,2,2,4,3,3,3,3,2,2,4,3,3,5,4,4,5,4,3,4,3,2,3,4,3,3,4,2,4,3.227272727,4,3,3,2,3,2,3,2,4,2,2,4,4,2,3,3,3,2,2,3,2,3,4,4,3,3,4,4,2,2,2.9,"$350,000-$399,999",24755,350000,4.00E+05,375000,15.14845486
959,2,1,3,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1.433333333,4,2,5,1,4,3,4,5,4,5,5,1,5,4,4,3,4,5,1,5,2,5,5,5,4,4,2,4,3,4,2,4,5,4,4,5,1,4,1,3,2,4,5,3,3.613636364,4,5,3,4,5,5,4,4,3,4,2,5,4,3,4,5,4,4,4,4,5,5,4,4,1,5,4,3,5,4,4,"$200,000-$249,999",24755,2.00E+05,250000,225000,9.089072915
960,1,2,2,3,1,3,2,2,2,2,4,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,4,2,1,1.866666667,5,2,5,2,5,4,5,5,5,5,5,1,5,2,5,5,5,5,5,5,1,5,5,4,5,1,1,5,1,5,4,5,5,4,1,5,1,5,2,5,2,5,4,2,3.840909091,5,2,4,2,5,5,5,5,5,4,3,3,4,5,5,3,5,2,5,5,3,5,5,5,5,4,4,4,2,5,4.133333333,"$250,000-$299,999",29854,250000,3.00E+05,275000,9.211495947
961,2,1,3,4,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1.466666667,4,1,5,2,4,5,5,4,5,4,5,1,5,2,4,5,4,5,2,5,4,5,5,4,5,4,1,5,2,5,2,5,5,5,4,4,1,5,2,4,2,5,5,4,3.863636364,5,4,1,2,5,4,5,5,4,2,4,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4.1,"$190,000-$199,999",34337,190000,2.00E+05,195000,5.679005155
962,2,2,3,3,1,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,1,3,2,2.233333333,5,4,5,3,5,4,5,3,4,5,5,4,5,4,4,5,4,5,2,2,1,5,5,3,4,4,4,5,4,4,1,5,4,4,3,5,4,5,3,3,1,4,4,5,3.931818182,4,2,2,2,4,3,4,4,4,2,2,4,2,4,4,4,4,2,4,2,4,2,4,4,2,4,4,4,2,2,3.166666667,"$200,000-$249,999",14507,2.00E+05,250000,225000,15.50975391
